call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant
5,0,37,0,2765,44,286,16,3,1,1,1256.36,0,0
14,0,36,2,9520,126,145,41,3,1,1,965.84,0,0
8,0,37,0,14178,174,1,42,3,1,1,578.08,0,0
8,0,37,1,4920,88,3,23,3,1,1,212.32,0,0
7,0,37,0,6323,100,8,10,2,1,1,325.035,0,0
10,0,37,0,2643,59,9,15,3,1,2,144.08,0,0
26,1,37,3,15545,230,55,30,3,1,1,851.0,0,0
5,0,37,1,3500,32,484,6,3,1,1,2077.28,0,0
10,0,36,0,15890,187,151,28,2,1,1,1402.965,0,0
4,0,36,1,6905,91,187,24,3,1,1,1027.84,0,0
1,0,36,0,1280,19,1,9,2,1,2,62.955,0,0
3,0,37,0,1115,19,14,6,2,1,2,114.03,0,0
0,0,36,0,0,0,1,0,2,1,2,4.5,1,0
4,0,36,0,7913,132,385,41,2,1,1,2094.525,0,0
8,0,36,1,11870,159,12,45,3,1,1,529.16,0,0
9,0,36,1,7123,80,109,35,2,1,1,814.635,0,0
24,0,32,0,1360,52,17,15,2,1,2,140.04,1,0
22,0,35,8,10840,98,2,40,4,1,1,278.45,0,0
14,0,35,1,6223,103,27,22,2,1,1,406.17,0,0
2,0,33,0,3245,27,1,12,3,1,1,134.88,0,0
10,0,34,0,3395,46,10,14,3,1,2,177.64,1,0
10,1,35,0,2673,49,35,29,3,1,2,248.88,1,0
1,0,35,0,538,7,1,1,3,1,2,25.8,1,0
2,0,35,0,2073,30,1,4,3,1,1,88.12,0,0
4,0,32,1,7190,102,15,20,4,1,1,219.8,0,0
1,0,35,0,1033,12,10,2,4,1,2,51.125,1,0
1,0,35,1,743,9,5,1,5,1,1,18.78,0,0
26,0,30,3,16480,243,1,78,2,1,1,757.035,0,0
7,0,33,3,7370,121,272,31,2,2,1,1561.095,0,0
3,0,35,0,4123,87,3,26,2,1,1,202.95,0,0
4,0,34,0,2070,49,39,18,3,1,2,240.76,0,0
7,0,35,0,3185,58,176,21,2,1,1,937.935,0,0
5,0,26,1,1720,41,194,9,2,2,1,952.245,0,0
5,0,25,0,1973,44,31,66,4,1,1,127.925,0,0
12,0,26,0,1105,30,11,5,2,1,2,100.575,0,0
1,0,25,0,1230,15,22,1,4,1,2,86.125,0,0
11,0,24,0,1630,37,20,11,2,1,1,165.015,0,0
3,0,24,0,3630,66,9,21,3,1,1,183.84,0,0
3,0,17,0,2100,31,29,12,2,1,1,226.395,0,0
17,0,16,1,6797,146,86,40,1,2,1,854.865,0,0
13,0,14,0,9337,176,74,38,4,1,1,422.825,0,0
9,0,15,3,3257,50,32,17,3,1,1,260.28,0,0
3,0,8,1,4795,45,216,8,3,1,1,1057.6,0,0
4,0,8,1,1892,24,1,5,3,1,1,80.64,1,0
0,0,35,0,3355,54,0,15,2,1,1,153.405,0,0
0,0,34,0,1438,43,327,22,2,1,1,1538.145,0,0
0,0,35,0,3183,49,0,33,1,1,1,177.76,0,0
0,0,35,0,1378,41,0,31,1,1,1,78.045,0,0
0,0,35,0,2760,65,0,26,2,1,1,127.125,0,0
0,0,35,0,1345,22,253,16,3,1,1,1066.68,0,0
2,0,34,0,8100,104,112,41,3,1,1,776.16,0,0
0,0,35,0,12758,152,0,42,3,1,1,516.4,0,0
0,0,35,0,3500,66,0,23,3,1,1,142.64,0,0
0,0,35,0,4903,78,0,10,2,1,1,224.145,0,0
0,0,35,0,1223,37,0,15,3,1,2,50.4,0,0
14,0,35,1,14125,208,22,30,2,1,1,743.985,0,0
0,0,35,0,2080,10,451,6,3,1,1,1887.6,0,0
0,0,34,0,14470,165,118,28,2,1,1,1189.575,0,0
0,0,34,0,5485,69,154,24,3,1,1,838.16,0,0
0,0,34,0,6493,110,352,41,2,1,1,1881.135,0,0
0,0,34,0,10450,137,0,45,3,1,1,423.48,0,0
0,0,34,0,5703,58,76,35,2,1,1,601.245,0,0
0,1,30,0,0,0,0,0,2,1,2,0.0,1,1
10,0,33,6,9420,76,0,40,4,1,1,237.4,0,0
2,1,33,0,4803,81,0,22,2,1,1,219.78,1,0
0,0,31,0,1825,5,0,12,3,1,1,73.2,0,0
0,0,32,0,1975,24,0,14,2,1,2,89.955,1,0
0,0,33,0,1253,27,2,29,3,1,2,59.2,1,0
0,1,33,0,0,0,0,0,2,1,2,0.0,1,1
0,0,33,0,653,8,0,4,3,1,1,26.44,0,0
0,0,30,0,5770,80,0,20,4,1,1,146.25,0,0
14,0,28,1,15060,221,0,78,2,1,1,687.645,0,0
0,0,31,1,5950,99,239,31,2,2,1,1347.705,0,0
0,0,33,0,2703,65,0,26,2,1,1,124.56,0,0
0,0,32,0,650,27,6,18,3,1,2,51.08,0,0
0,0,33,0,1765,36,143,21,2,1,1,724.545,0,0
0,0,24,0,300,19,161,9,2,2,1,738.855,0,0
0,0,23,0,553,22,0,66,4,1,1,14.375,0,0
0,0,24,0,0,0,0,0,2,1,2,0.0,0,1
0,0,22,0,210,15,0,11,2,1,1,10.125,0,0
0,0,22,0,2210,44,0,21,3,1,1,90.16,0,0
0,0,15,0,680,9,0,12,2,1,1,31.005,0,0
5,0,14,0,5377,124,53,40,1,2,1,594.055,0,0
1,0,12,0,7917,154,41,38,4,1,1,304.275,0,0
0,0,13,1,1837,28,0,17,3,1,1,74.6,0,0
0,0,6,0,3375,23,183,8,3,1,1,867.92,0,0
0,0,6,0,472,2,0,5,2,1,1,21.33,1,0
0,1,35,0,0,0,0,0,2,1,2,0.0,1,1
8,0,34,0,5513,92,19,22,2,1,1,337.725,1,0
4,1,34,0,1963,38,27,29,3,1,2,188.04,1,0
0,1,34,0,323,1,2,2,4,1,2,13.1,1,0
0,0,25,0,1010,30,186,9,2,2,1,883.8,0,0
11,0,15,0,6087,135,78,40,1,2,1,771.21,0,0
7,0,13,0,8627,165,66,38,4,1,1,384.8,0,0
3,0,14,2,2547,39,24,17,3,1,1,199.44,0,0
0,0,7,0,1182,13,0,5,2,1,1,53.775,1,0
18,1,31,0,650,41,9,15,2,1,2,71.595,1,0
4,1,33,0,2685,35,2,14,2,1,2,131.4,1,0
13,0,40,1,4675,77,12,19,3,1,1,238.08,0,0
5,0,41,0,623,11,14,6,3,1,2,81.36,0,0
15,0,39,1,2758,66,366,26,3,1,1,1576.96,0,0
15,0,40,1,4503,72,8,37,1,1,1,295.625,0,0
8,0,40,1,2698,64,9,35,2,1,1,164.79,0,0
16,0,40,2,4080,88,39,30,3,1,1,322.72,0,0
9,0,40,1,2665,45,292,20,3,1,1,1276.4,0,0
18,0,39,3,9420,127,151,45,3,1,1,985.88,0,0
12,0,40,1,14078,175,7,46,3,1,1,598.12,0,0
12,0,40,2,4820,89,9,27,3,1,1,232.36,0,0
11,0,40,1,6223,101,14,14,3,1,1,308.96,0,0
14,1,40,0,2543,60,15,19,3,1,2,164.12,0,0
30,0,40,4,15445,231,61,34,3,2,1,871.04,0,0
9,0,40,2,3400,33,490,10,3,1,1,2097.32,0,0
14,0,39,1,15790,188,157,32,2,1,1,1425.51,0,0
8,0,39,2,6805,92,193,28,3,1,1,1047.88,0,0
5,0,39,0,1180,20,7,13,2,1,2,85.5,0,0
7,0,40,0,1015,20,20,10,3,1,2,121.4,0,0
5,0,39,0,305,6,7,2,2,1,2,45.495,1,0
8,0,39,1,7813,133,391,45,3,1,1,1881.84,0,0
12,0,39,2,11770,160,18,49,4,1,1,343.25,0,0
13,0,39,2,7023,81,115,39,2,1,1,837.18,0,0
28,0,35,0,1260,53,23,19,3,1,2,144.52,1,0
26,0,38,9,10740,99,8,44,5,1,1,174.585,0,0
18,0,38,2,6123,104,33,26,2,1,1,428.715,0,0
6,0,36,1,3145,28,7,16,3,1,1,154.92,0,0
14,1,37,0,3295,47,16,18,3,1,2,197.68,1,0
14,1,38,0,2573,50,41,33,4,1,2,168.075,1,0
5,0,38,0,438,8,7,4,3,1,2,45.84,1,0
6,0,38,1,1973,31,7,8,4,1,1,67.6,0,0
8,0,35,2,7090,103,21,24,5,1,1,139.395,0,0
5,0,38,0,933,13,16,6,4,1,2,63.65,1,0
5,0,38,2,643,10,11,4,5,1,1,26.295,0,0
30,0,33,4,16380,244,7,82,2,2,1,779.58,0,0
11,0,36,4,7270,122,278,35,3,2,1,1407.68,0,0
7,0,38,1,4023,88,9,30,3,1,1,200.44,0,0
8,0,37,0,1970,50,45,22,3,1,2,260.8,0,0
11,0,38,1,3085,59,182,25,2,1,1,960.48,0,0
9,0,29,2,1620,42,200,13,3,2,1,866.48,0,0
9,0,28,1,1873,45,37,70,5,1,1,84.27,0,0
16,0,29,0,1005,31,17,9,3,1,2,109.44,0,0
5,0,28,0,1130,16,28,5,4,1,2,98.65,0,0
15,0,27,1,1530,38,26,15,2,1,1,187.56,0,0
7,0,27,1,3530,67,15,25,3,1,1,203.88,0,0
7,0,20,1,2000,32,35,16,3,1,1,221.28,0,0
21,0,19,2,6698,147,92,44,2,2,1,722.025,0,0
17,0,17,1,9238,177,80,42,5,1,1,261.225,0,0
13,0,18,4,3158,51,38,21,3,2,1,280.36,0,0
7,0,11,2,4695,46,222,12,3,1,1,1077.64,0,0
8,1,11,2,1793,25,7,9,3,1,1,100.72,1,0
16,0,42,2,4735,80,17,21,3,1,1,260.6,0,0
8,0,43,2,683,14,19,8,3,1,1,103.88,0,0
18,0,41,2,2818,69,371,28,3,1,1,1599.48,0,0
18,0,42,2,4563,75,13,39,1,1,1,326.59,0,0
11,0,42,2,2758,67,14,37,2,1,1,190.125,0,0
19,0,42,3,4140,91,44,32,3,1,1,345.24,0,0
12,0,42,2,2725,48,297,22,4,1,1,811.825,0,0
21,0,41,4,9480,130,156,47,3,1,1,1008.4,0,0
15,0,42,2,14138,178,12,48,3,1,1,620.64,0,0
15,0,42,3,4880,92,14,29,4,1,1,159.3,0,0
14,0,42,2,6283,104,19,16,3,1,1,331.48,0,0
17,0,42,2,2603,63,20,21,4,1,1,116.65,0,0
33,0,42,5,15505,234,66,36,3,2,1,893.56,0,0
12,0,42,3,3460,36,495,12,4,1,1,1324.9,0,0
17,0,41,2,15850,191,162,34,2,1,1,1450.845,0,0
11,0,41,3,6865,95,198,30,3,1,1,1070.4,0,0
8,0,41,2,1240,23,12,15,2,1,1,110.835,0,0
10,0,42,2,1075,23,25,12,3,1,1,143.92,0,0
8,0,41,2,365,9,12,4,3,1,1,62.96,1,0
11,0,41,2,7873,136,396,47,3,1,1,1904.36,0,0
15,0,41,3,11830,163,23,51,4,1,1,357.325,0,0
16,0,41,3,7083,84,120,41,2,1,1,862.515,0,0
31,1,37,2,1320,56,28,21,3,1,1,167.04,1,0
29,1,40,10,10800,102,13,46,5,2,1,183.03,0,0
21,0,40,3,6183,107,38,28,3,1,1,403.6,0,0
9,0,38,2,3205,31,12,18,3,1,1,177.44,0,0
17,1,39,2,3355,50,21,20,3,1,1,220.2,1,0
17,0,40,2,2633,53,46,35,4,1,1,182.15,1,0
8,0,40,2,498,11,12,6,3,1,1,68.36,1,0
9,0,40,2,2033,34,12,10,4,1,1,81.675,0,0
11,0,37,3,7150,106,26,26,5,1,1,147.84,0,0
8,1,40,2,993,16,21,8,4,1,1,77.725,1,0
8,0,40,3,703,13,16,6,5,1,1,34.74,0,0
33,0,35,5,16440,247,12,84,2,2,1,804.915,0,0
14,0,38,5,7330,125,283,37,3,2,1,1430.2,0,0
10,0,40,2,4083,91,14,32,3,1,1,222.96,0,0
11,0,39,2,2030,53,50,24,4,1,1,177.075,0,0
14,0,40,2,3145,62,187,27,2,1,1,985.815,0,0
12,0,31,3,1680,45,205,15,3,2,1,889.0,0,0
12,0,30,2,1933,48,42,72,5,1,1,92.715,0,0
19,0,31,2,1065,34,22,11,3,1,1,131.96,0,0
8,0,30,2,1190,19,33,7,4,1,1,112.725,0,0
18,0,29,2,1590,41,31,17,2,1,1,212.895,0,0
10,0,29,2,3590,70,20,27,3,1,1,226.4,0,0
10,0,22,2,2060,35,40,18,3,1,1,243.8,0,0
24,0,21,3,6758,150,97,46,2,2,1,747.36,0,0
20,0,19,2,9298,180,85,44,5,1,1,269.67,0,0
16,0,20,5,3218,54,43,23,3,2,1,302.88,0,0
10,0,13,3,4755,49,227,14,3,1,1,1100.16,0,0
11,1,13,3,1853,28,12,11,3,1,1,123.24,1,0
10,0,38,1,4615,74,7,17,3,1,1,215.56,0,0
5,0,39,0,563,8,9,4,3,1,2,58.84,0,0
12,0,37,1,2698,63,361,24,3,1,1,1554.44,0,0
12,0,38,1,4443,69,7,35,1,1,1,286.66,0,0
5,0,38,1,2638,61,7,33,2,1,1,152.955,0,0
13,0,38,1,4020,85,34,28,3,1,1,300.2,0,0
6,0,38,1,2605,42,287,18,3,1,1,1253.88,0,0
15,0,37,2,9360,124,146,43,3,1,1,963.36,0,0
9,0,38,1,14018,172,7,44,3,1,1,595.6,0,0
9,0,38,1,4760,86,7,25,3,1,1,221.84,0,0
8,0,38,1,6163,98,9,12,3,1,1,286.44,0,0
11,0,38,0,2483,57,10,17,3,1,2,141.6,0,0
27,0,38,3,15385,228,56,32,3,1,1,848.52,0,0
6,0,38,1,3340,30,485,8,3,1,1,2074.8,0,0
11,0,37,1,15730,185,152,30,2,1,1,1400.175,0,0
5,0,37,1,6745,89,188,26,3,1,1,1025.36,0,0
5,0,37,0,1120,17,7,11,2,1,2,82.665,0,0
5,0,38,0,955,17,15,8,3,1,2,98.88,0,0
5,0,37,0,305,6,7,2,2,1,2,45.495,1,0
5,0,37,1,7753,130,386,43,3,1,1,1859.32,0,0
9,0,37,1,11710,157,13,47,4,1,1,329.175,0,0
10,0,37,1,6963,78,110,37,2,1,1,811.845,0,0
25,1,33,0,1200,50,18,17,3,1,2,122.0,1,0
23,0,36,8,10680,96,7,42,5,1,1,172.14,0,0
15,0,36,1,6063,101,28,24,2,1,1,403.38,0,0
5,0,34,1,3085,25,7,14,3,1,1,152.4,0,0
11,0,35,0,3235,44,11,16,3,1,2,175.16,1,0
11,1,36,0,2513,47,36,31,3,1,2,246.4,1,0
5,0,36,0,305,6,7,2,3,1,2,40.44,1,0
5,0,36,1,1913,28,7,6,4,1,1,66.025,0,0
5,0,33,1,7030,100,16,22,5,1,1,130.95,0,0
5,0,36,0,873,10,11,4,4,1,2,49.575,1,0
5,0,36,1,305,6,7,2,5,1,1,15.165,0,0
27,0,31,3,16320,241,7,80,2,1,1,776.745,0,0
8,0,34,3,7210,119,273,33,2,2,1,1558.305,0,0
5,0,36,1,3963,85,7,28,3,1,1,189.92,0,0
5,0,35,0,1910,47,40,20,3,1,2,238.28,0,0
8,0,36,1,3025,56,177,23,2,1,1,935.145,0,0
6,0,27,1,1560,39,195,11,2,2,1,949.455,0,0
6,0,26,1,1813,42,32,68,4,1,1,126.375,0,0
13,0,27,0,945,28,12,7,3,1,2,86.92,0,0
5,0,26,0,1070,13,23,3,4,1,2,84.575,0,0
12,0,25,1,1470,35,21,13,2,1,1,162.225,0,0
5,0,25,1,3470,64,10,23,3,1,1,181.36,0,0
5,0,18,1,1940,29,30,14,2,1,1,223.605,0,0
18,0,17,1,6638,144,87,42,2,2,1,696.69,0,0
14,0,15,1,9178,174,75,40,5,1,1,252.78,0,0
10,0,16,3,3098,48,33,19,3,1,1,257.84,0,0
5,0,9,1,4635,43,217,10,3,1,1,1055.12,0,0
5,1,9,1,1733,22,7,7,3,1,1,98.2,1,0
14,0,44,2,4755,79,22,23,3,1,1,281.36,0,0
6,0,45,0,703,13,24,10,3,1,2,124.64,0,0
16,0,43,2,2838,68,376,30,3,1,1,1620.24,0,0
16,0,44,2,4583,74,18,41,1,1,1,355.135,0,0
9,0,44,2,2778,66,19,39,2,1,1,213.48,0,0
17,0,44,3,4160,90,49,34,3,1,1,366.0,0,0
10,0,44,2,2745,47,302,24,4,1,1,824.8,0,0
19,0,43,4,9500,129,161,49,3,1,1,1029.16,0,0
13,0,44,2,14158,177,17,50,3,1,1,641.4,0,0
13,0,44,3,4900,91,19,31,3,1,1,275.64,0,0
12,0,44,2,6303,103,24,18,3,1,1,352.24,0,0
15,1,44,0,2623,62,25,23,3,1,2,207.4,0,0
31,0,44,5,15525,233,71,38,3,1,1,914.32,0,0
10,0,44,3,3480,35,500,14,4,1,1,1337.875,0,0
15,0,43,2,15870,190,167,36,2,1,1,1474.2,0,0
9,0,43,3,6885,94,203,32,3,1,1,1091.16,0,0
6,0,43,0,1260,22,17,17,2,1,2,134.19,0,0
8,0,44,0,1095,22,30,14,3,1,2,164.68,0,0
6,0,43,0,385,8,17,6,2,1,2,94.185,1,0
9,0,43,2,7893,135,401,49,3,1,1,1925.12,0,0
13,0,43,3,11850,162,28,53,4,1,1,370.3,0,0
14,0,43,3,7103,83,125,43,2,1,1,885.87,0,0
29,1,39,0,1340,55,33,23,3,1,2,187.8,1,0
27,0,42,10,10820,101,18,48,5,1,1,190.815,0,0
19,0,42,3,6203,106,43,30,3,1,1,424.36,0,0
7,0,40,2,3225,30,17,20,3,1,1,198.2,0,0
15,1,41,0,3375,49,26,22,3,1,2,240.96,1,0
15,1,42,0,2653,52,51,37,4,1,2,195.125,1,0
6,0,42,0,518,10,17,8,3,1,2,89.12,1,0
7,0,42,2,2053,33,17,12,4,1,1,94.65,0,0
9,0,39,3,7170,105,31,28,5,1,1,155.625,0,0
6,1,42,0,1013,15,26,10,4,1,2,90.7,1,0
6,0,42,3,723,12,21,8,5,1,1,42.525,0,0
31,0,37,5,16460,246,17,86,2,1,1,828.27,0,0
12,0,40,5,7350,124,288,39,3,2,1,1450.96,0,0
8,0,42,2,4103,90,19,34,3,1,1,243.72,0,0
9,1,41,0,2050,52,55,26,4,1,2,190.05,0,0
12,0,42,2,3165,61,192,29,2,1,1,1009.17,0,0
10,0,33,3,1700,44,210,17,3,2,1,909.76,0,0
10,0,32,2,1953,47,47,74,5,1,1,100.5,0,0
17,0,33,0,1085,33,27,13,3,1,2,152.72,0,0
6,0,32,0,1210,18,38,9,4,1,2,125.7,0,0
16,0,31,2,1610,40,36,19,2,1,1,236.25,0,0
8,0,31,2,3610,69,25,29,3,1,1,247.16,0,0
8,0,24,2,2080,34,45,20,3,1,1,264.56,0,0
22,0,23,3,6778,149,102,48,2,2,1,770.715,0,0
18,0,21,2,9318,179,90,46,5,1,1,277.455,0,0
14,0,22,5,3238,53,48,25,3,2,1,323.64,0,0
8,0,15,3,4775,48,232,16,3,1,1,1120.92,0,0
9,1,15,3,1873,27,17,13,3,1,1,144.0,1,0
12,0,36,1,4595,75,7,15,3,1,1,214.8,0,0
5,0,37,0,305,6,7,2,3,1,2,40.44,0,0
14,0,35,1,2678,64,356,22,3,1,1,1533.68,0,0
14,0,36,1,4423,70,7,33,2,1,1,233.685,0,0
7,0,36,1,2618,62,7,31,2,1,1,152.1,0,0
15,0,36,1,4000,86,29,26,3,1,1,279.44,0,0
8,0,36,1,2585,43,282,16,3,1,1,1233.12,0,0
17,0,35,2,9340,125,141,41,3,1,1,942.6,0,0
11,0,36,1,13998,173,7,42,3,1,1,594.84,0,0
11,0,36,1,4740,87,7,23,3,1,1,221.08,0,0
10,0,36,1,6143,99,7,10,3,1,1,277.68,0,0
13,0,36,0,2463,58,7,15,3,1,2,128.84,0,0
29,0,36,3,15365,229,51,30,3,1,1,827.76,0,0
8,0,36,1,3320,31,480,6,3,1,1,2054.04,0,0
13,0,35,1,15710,186,147,28,2,1,1,1376.82,0,0
7,0,35,1,6725,90,183,24,3,1,1,1004.6,0,0
5,0,35,0,1100,18,7,9,2,1,2,81.81,0,0
6,0,36,0,935,18,10,6,3,1,2,78.12,0,0
5,0,35,0,305,6,7,2,2,1,2,45.495,1,0
7,0,35,1,7733,131,381,41,3,1,1,1838.56,0,0
11,0,35,1,11690,158,8,45,4,1,1,316.2,0,0
12,0,35,1,6943,79,105,35,2,1,1,788.49,0,0
27,1,31,0,1180,51,13,15,3,1,2,101.24,1,0
25,0,34,8,10660,97,7,40,5,1,1,171.855,0,0
17,0,34,1,6043,102,23,22,2,1,1,380.025,0,0
5,0,32,1,3065,26,7,12,3,1,1,151.64,0,0
13,1,33,0,3215,45,7,14,3,1,2,158.4,1,0
13,1,34,0,2493,48,31,29,3,1,2,225.64,1,0
5,0,34,0,305,6,7,2,3,1,2,40.44,1,0
5,0,34,1,1893,29,7,4,4,1,1,65.55,0,0
7,0,31,1,7010,101,11,20,5,1,1,123.165,0,0
5,0,34,0,305,6,7,2,4,1,2,25.275,1,0
5,0,34,1,305,6,7,2,5,1,1,15.165,0,0
29,0,29,3,16300,242,7,78,2,1,1,775.89,0,0
10,0,32,3,7190,120,268,31,3,2,1,1364.4,0,0
6,0,34,1,3943,86,7,26,3,1,1,189.16,0,0
7,0,33,0,1890,48,35,18,3,1,2,217.52,0,0
10,0,34,1,3005,57,172,21,2,1,1,911.79,0,0
8,0,25,1,1540,40,190,9,3,2,1,823.2,0,0
8,0,24,1,1793,43,27,66,4,1,1,113.4,0,0
15,0,25,0,925,29,7,5,3,1,2,66.16,0,0
5,0,24,0,305,6,18,2,4,1,2,52.775,0,0
14,0,23,1,1450,36,16,11,2,1,1,138.87,0,0
6,0,23,1,3450,65,7,21,3,1,1,168.6,0,0
6,0,16,1,1920,30,25,12,2,1,1,200.25,0,0
20,0,15,1,6618,145,82,40,2,2,1,673.335,0,0
16,0,13,1,9158,175,70,38,5,1,1,244.995,0,0
12,0,14,3,3078,49,28,17,3,1,1,237.08,0,0
6,0,7,1,4615,44,212,8,3,1,1,1034.36,0,0
7,1,7,1,1713,23,7,5,3,1,1,97.44,1,0
18,0,46,2,4935,87,27,25,3,1,1,308.88,0,0
10,0,47,0,883,21,29,12,3,1,2,152.16,0,0
20,0,45,2,3018,76,381,32,3,1,1,1647.76,0,0
20,0,46,2,4763,82,23,43,1,1,1,392.975,0,0
13,0,46,2,2958,74,24,41,2,1,1,244.44,0,0
21,0,46,3,4340,98,54,36,3,1,1,393.52,0,0
14,0,46,2,2925,55,307,26,4,1,1,842.0,0,0
23,0,45,4,9680,137,166,51,3,1,1,1056.68,0,0
17,0,46,2,14338,185,22,52,3,1,1,668.92,0,0
17,0,46,3,5080,99,24,33,4,1,1,189.475,0,0
16,0,46,2,6483,111,29,20,3,1,1,379.76,0,0
19,0,46,0,2803,70,30,25,4,1,2,146.825,0,0
35,0,46,5,15705,241,76,40,3,1,1,941.84,0,0
14,0,46,3,3660,43,505,16,4,1,1,1355.075,0,0
19,0,45,2,16050,198,172,38,2,1,1,1505.16,0,0
13,0,45,3,7065,102,208,34,4,1,1,699.175,0,0
10,0,45,0,1440,30,22,19,3,1,2,146.8,0,0
12,0,46,0,1275,30,35,16,3,1,2,192.2,0,0
10,0,45,0,565,16,22,8,3,1,2,111.24,1,0
13,0,45,2,8073,143,406,51,3,1,1,1952.64,0,0
17,0,45,3,12030,170,33,55,4,1,1,387.5,0,0
18,0,45,3,7283,91,130,45,2,1,1,916.83,0,0
33,1,41,0,1520,63,38,25,3,1,2,215.32,1,0
31,0,44,10,11000,109,23,50,5,1,1,201.135,0,0
23,0,44,3,6383,114,48,32,3,1,1,451.88,0,0
11,0,42,2,3405,38,22,22,4,1,1,141.075,0,0
19,1,43,0,3555,57,31,24,3,1,2,268.48,1,0
19,1,44,0,2833,60,56,39,4,1,2,212.325,1,0
10,0,44,0,698,18,22,10,3,1,2,116.64,1,0
11,0,44,2,2233,41,22,14,4,1,1,111.85,0,0
13,0,41,3,7350,113,36,30,5,1,1,165.945,0,0
10,1,44,0,1193,23,31,12,4,1,2,107.9,1,0
10,0,44,3,903,20,26,10,5,1,1,52.845,0,0
35,0,39,5,16640,254,22,88,2,2,1,859.23,0,0
16,1,42,5,7530,132,293,41,3,2,1,1478.48,0,0
12,0,44,2,4283,98,24,36,3,1,1,271.24,0,0
13,0,43,0,2230,60,60,28,4,1,2,207.25,0,0
16,0,44,2,3345,69,197,31,2,1,1,1040.13,0,0
14,0,35,3,1880,52,215,19,3,2,1,937.28,0,0
14,0,34,2,2133,55,52,76,5,1,1,110.82,0,0
21,0,35,0,1265,41,32,15,3,1,2,180.24,0,0
10,0,34,0,1390,26,43,11,4,1,2,142.9,0,0
20,0,33,2,1790,48,41,21,2,1,1,267.21,0,0
12,0,33,2,3790,77,30,31,4,1,1,171.675,0,0
12,0,26,2,2260,42,50,22,3,1,1,292.08,0,0
26,0,25,3,6958,157,107,50,2,2,1,801.675,0,0
22,0,23,2,9498,187,95,48,5,1,1,287.775,0,0
18,0,24,5,3418,61,53,27,4,2,1,219.475,0,0
12,0,17,3,4955,56,237,18,3,1,1,1148.44,0,0
13,0,17,3,2053,35,22,15,3,1,1,171.52,1,0
8,0,34,1,4415,67,7,13,3,1,1,207.28,0,0
5,0,35,0,305,6,7,2,2,1,2,45.495,0,0
10,0,33,1,2498,56,351,20,3,1,1,1506.16,0,0
10,0,34,1,4243,62,7,31,2,1,1,225.225,0,0
5,0,34,1,2438,54,7,29,1,1,1,175.56,0,0
11,0,34,1,3820,78,24,24,3,1,1,251.92,0,0
5,0,34,1,2405,35,277,14,3,1,1,1205.6,0,0
13,0,33,2,9160,117,136,39,3,1,1,915.08,0,0
7,0,34,1,13818,165,7,40,3,1,1,587.32,0,0
7,0,34,1,4560,79,7,21,3,1,1,213.56,0,0
6,0,34,1,5963,91,7,8,3,1,1,270.16,0,0
9,0,34,0,2283,50,7,13,3,1,2,121.32,0,0
25,0,34,3,15185,221,46,28,3,1,1,800.24,0,0
5,0,34,1,3140,23,475,4,3,1,1,2026.52,0,0
9,0,33,1,15530,178,142,26,2,1,1,1345.86,0,0
5,0,33,1,6545,82,178,22,3,1,1,977.08,0,0
5,0,33,0,920,10,7,7,2,1,2,73.35,0,0
5,0,34,0,755,10,7,4,3,1,2,58.6,0,0
5,0,33,0,305,6,7,2,2,1,2,45.495,1,0
5,0,33,1,7553,123,376,39,2,1,1,2037.42,0,0
7,0,33,1,11510,150,7,43,4,1,1,309.0,0,0
8,0,33,1,6763,71,100,33,2,1,1,757.53,0,0
23,0,29,0,1000,43,8,13,2,1,2,82.935,1,0
21,0,32,8,10480,89,7,38,5,1,1,169.035,0,0
13,0,32,1,5863,94,18,20,2,1,1,349.065,1,0
5,0,30,1,2885,18,7,10,3,1,1,144.12,0,0
9,0,31,0,3035,37,7,12,3,1,2,150.88,1,0
9,1,32,0,2313,40,26,27,3,1,2,198.12,1,0
5,0,32,0,305,6,7,2,3,1,2,40.44,1,0
5,0,32,1,305,6,7,2,3,1,1,40.44,0,0
5,0,29,1,6830,93,7,18,5,1,1,114.345,0,0
5,0,32,0,305,6,7,2,4,1,2,25.275,1,0
5,0,32,1,305,6,7,2,5,1,1,15.165,1,0
25,0,27,3,16120,234,7,76,2,1,1,767.43,0,0
6,0,30,3,7010,112,263,29,2,2,1,1503.99,0,0
5,0,32,1,3763,78,7,24,2,1,1,204.345,0,0
5,0,31,0,1710,40,30,16,3,1,2,190.0,0,0
6,0,32,1,2825,49,167,19,2,1,1,880.83,0,0
5,0,23,1,1360,32,185,7,2,2,1,895.14,0,0
5,0,22,1,1613,35,22,64,4,1,1,96.2,0,0
11,0,23,0,745,21,7,3,2,1,2,65.97,0,0
5,0,22,0,305,6,13,2,4,1,2,40.275,0,0
10,0,21,1,1270,28,11,9,2,1,1,107.91,0,0
5,0,21,1,3270,57,7,19,3,1,1,161.08,0,0
5,0,14,1,1740,22,20,10,2,1,1,169.29,0,0
16,0,13,1,6438,137,77,38,2,2,1,642.375,0,0
12,0,11,1,8978,167,65,36,4,1,1,391.125,0,0
8,0,12,3,2898,41,23,15,3,1,1,209.56,0,0
5,0,5,1,4435,36,207,6,3,1,1,1006.84,0,0
5,1,5,0,1533,15,7,3,3,1,1,89.92,1,0
